"priorindex","index","postindex","episode","Provider","starrating","tracklab","surgeryregistry","nursingregistry","Total Case Mix Index-Sum of Relative Weights","Disproportionate Share Hospital Patient percent","AHA: NETWORK","AHA: MEDICAL HOME PROGRAM YES/NO","AHA: DISCHARGES, MEDICARE INPAT,","AHA: DISCHARGES, MEDICAID INPAT,","AHA: ADJUSTED ADMISSIONS","AHA: PERSONNEL, FTE, MD & DD","AHA: TOTAL PRIVILEDGE PHYSICIAN TOT PRI CAR","AHA: TOTAL PRIVILEDGE PHYSICIAN TOTAL","ownership","hospital","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","FTE Hospital Employees per 1,000 Residents (2012)","Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","mdadjadmit","bundledpayment","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","mdschool","bedsize","Bed Count: Certified","urban","jchao","teaching"
168,23289,7000,30457,170194,,No,N,N,2.8787,0.3239,0,0,134,28,1108,0,0,35,for-profit,Doctor's Hospital,268,29.15,75,0.93,43.56,5.86,1.76,7.9,18.66,5.9,8.85,66.42,12.26,2.225695779867,17.15945551475,201.31587891,69.919642285,128.98679282,48.293034149,38.418037243,0,0,2,3,0,no affiliation,small,10,1,1,0
391,19563,6143,26097,170196,,No,N,N,2.7741,0.0638827946,0,0,806,107,5080,0,8,111,for-profit,Kansas Spine and Specialty Hospital,201,11.5,76,0.91,43.79,2.15,2.94,9.04,18.23,6.69,6.36,60.84,10.62,2.869778515393,15.81278700125,158.77382415,66.926939031,88.659116333,25.608996412,33.793171415,0,0,0,3,0,no affiliation,small,22,1,0,0
960,14484,7265,22710,170197,4,Yes,N,N,2.2435,0.0441075743,0,0,0,0,5294,12,60,222,for-profit,Kansas Medical Center,201,11.5,76,0.91,43.79,2.15,2.94,9.04,18.23,6.69,6.36,60.84,10.62,2.869778515393,15.81278700125,158.77382415,66.926939031,88.659116333,25.608996412,33.793171415,0.002266717,0,0,3,3,no affiliation,small,58,1,0,0
889,13175,5767,19831,170198,,No,N,N,2.0815,0.0326970803,0,0,121,0,672,0,1,14,for-profit,Summit Surgical,201,11.5,76,0.91,43.79,2.15,2.94,9.04,18.23,6.69,6.36,60.84,10.62,2.869778515393,15.81278700125,158.77382415,66.926939031,88.659116333,25.608996412,33.793171415,0,0,0,3,0,no affiliation,small,10,0,0,0
569,9037,8087,17216,170200,3,Yes,Y,Y,1.2419,0.0317530688,0,1,1099,50,4090,0,12,172,not-for-profit,Via Christi Hospital on St. Teresa,201,11.5,76,0.91,43.79,2.15,2.94,9.04,18.23,6.69,6.36,60.84,10.62,2.869778515393,15.81278700125,158.77382415,66.926939031,88.659116333,25.608996412,33.793171415,0,0,0,0,0,no affiliation,small,68,1,1,0
261,19816,4738,24815,170203,,No,N,N,2.3368,0,,,347,100,2465,5,,,public,Premier Surgical Institute,267,19.15,75,0.97,44.33,0.48,0.63,12.26,18.03,6.02,8.09,75.31,9.99,2.832768295833,20.37500138301,164.22055223,59.034022739,101.68308689,34.37353376,35.962337279,0.0020283976,,0,3,3,no affiliation,small,16,0,0,0
617,8244,8540,17401,180001,4,Yes,N,Y,1.3228,0.18993,0,1,4606,1303,14379,0,313,933,not-for-profit,St. Elizabeth Fort Thomas,203,40.84,75,1.01,43.87,1.25,0.54,9.35,20.37,6.07,10.58,73.56,11.72,2.378166841285,13.69096024754,188.20159029,69.049371426,116.75694323,45.452277404,40.284557842,0,0,1,0,0,no affiliation,medium,251,1,1,0
391,7528,5814,13732,180002,3,Yes,N,N,1.0578,0.35718,0,0,1457,975,8706,16,9,28,not-for-profit,Whitesburg ARH Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.001837813,1,3,0,3,no affiliation,small,71,0,1,0
475,7416,7047,14938,180004,3,Yes,N,N,1.1232,0.49458,,,1026,416,4595,9,,,not-for-profit,Owensboro Health Muhlenberg Community Hospital,380,33.82,75,0.96,44.13,6.22,0.88,11.93,18.24,6.49,10.11,64.34,10.65,2.133199403354,13.17053244775,188.8240555,64.223381351,122.31295384,44.672513512,39.468311251,0.0019586507,,3,0,3,no affiliation,small,90,0,1,0
528,7342,7096,14967,180005,2,Yes,N,N,1.292,0.38319,,,1929,783,8645,11,,,for-profit,Highlands Regional Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0012724118,,3,0,2,no affiliation,medium,166,0,1,0
801,10056,7702,18561,180009,3,Yes,N,N,1.54471,0.33482,0,0,9014,4689,47760,101,59,264,not-for-profit,King's Daughters Medical Center,444,30.7,75,1.04,44,1.26,0.21,18.07,18.59,5.11,8.9,71.92,2.42,2.903510643955,20.55308550503,204.46998913,79.639935117,122.66610649,45.486314661,39.056367204,0.0021147404,0,2,2,3,no affiliation,large,455,1,1,0
878,13073,8849,22802,180010,2,Yes,N,Y,1.96671,0.15392,1,0,8485,1614,21916,0,29,329,not-for-profit,Saint Joseph Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,0,0,3,0,no affiliation,large,446,1,1,0
666,10352,7556,18574,180011,3,Yes,N,Y,1.6422,0.42094,1,0,2717,2779,24087,0,12,117,not-for-profit,Saint Joseph - London,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,0,3,2,0,no affiliation,medium,120,0,1,0
650,9446,8190,18287,180012,4,Yes,N,Y,1.4336,0.25788,0,1,7116,2749,41402,48,61,274,public,Hardin Memorial Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0011593643,0,2,1,2,no affiliation,medium,285,1,1,0
684,10808,8718,20212,180013,3,Yes,Y,Y,1.57281,0.31516,1,1,8210,4788,28899,30,63,226,not-for-profit,Medical Center at Bowling Green,380,33.82,75,0.96,44.13,6.22,0.88,11.93,18.24,6.49,10.11,64.34,10.65,2.133199403354,13.17053244775,188.8240555,64.223381351,122.31295384,44.672513512,39.468311251,0.0010380982,1,2,2,2,no affiliation,medium,354,1,1,0
597,7720,8946,17263,180016,3,Yes,N,N,1.3908,0.15431,1,0,767,154,5834,0,30,121,not-for-profit,Jewish Hospital-Shelbyville,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0,1,0,1,0,no affiliation,small,68,1,1,0
673,9022,8724,18419,180017,3,Yes,N,Y,1.5084,0.41183,0,0,3132,1605,20236,32,22,60,not-for-profit,T. J. Samson Community Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0015813402,1,3,1,2,limited/graduate,medium,180,0,1,1
782,9521,7750,18054,180019,3,Yes,N,N,1.2326,0.31263,,,1855,842,7448,3,,,for-profit,Meadowview Regional Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0004027927,,2,0,1,no affiliation,medium,101,0,1,0
491,8330,7302,16123,180020,3,Yes,N,Y,0.9919,0.47128,0,0,865,549,7669,17,12,31,not-for-profit,Middlesboro ARH Hospital,377,43.52,75,0.96,44.99,2.48,0.53,12.9,17.35,5.79,9.69,65.41,9.93,2.260662707093,12.6424232563,183.17820948,70.88933078,110.13713411,37.847981264,37.303984297,0.0022167167,1,3,0,3,no affiliation,small,96,0,1,0
406,6182,5383,11971,180021,4,Yes,N,N,1.0312,0.29764,,,1613,654,7225,9,,,not-for-profit,Pineville Community Hospital Association,377,43.52,75,0.96,44.99,2.48,0.53,12.9,17.35,5.79,9.69,65.41,9.93,2.260662707093,12.6424232563,183.17820948,70.88933078,110.13713411,37.847981264,37.303984297,0.0012456747,,2,0,2,no affiliation,medium,120,0,1,0
568,7980,8730,17279,180024,3,Yes,N,N,1.3235,0.38752,1,0,658,603,5463,6,19,34,for-profit,Spring View Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0010982976,0,3,0,2,no affiliation,small,75,0,1,0
551,10372,8341,19264,180025,4,Yes,Y,Y,1.5931,0.20186,1,0,1289,449,10385,0,33,189,not-for-profit,Flaget Memorial Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0,0,1,2,0,no affiliation,small,40,1,1,0
467,8497,7351,16316,180027,3,Yes,N,N,1.2232,0.229,0,0,2665,531,12171,21,23,66,not-for-profit,Murray-Calloway County Hospital,208,24.14,75,0.96,44.63,3.24,0.37,13.06,19.46,6.6,9.2,70.87,9.1,3.027004193777,18.01205468364,163.79655129,57.530979873,104.07156694,33.160712779,41.274280648,0.0017254129,0,1,0,3,no affiliation,medium,140,0,1,0
848,9382,7592,17822,180029,2,No,N,N,1.3779,0.4215,0,0,4453,2705,26351,25,,,not-for-profit,Hazard ARH Regional Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0009487306,1,3,1,2,limited/graduate,medium,308,0,1,1
625,10374,9368,20367,180035,4,Yes,N,Y,1.64131,0.23336,0,1,12653,8023,55048,29,313,939,not-for-profit,St. Elizabeth Edgewood,203,40.84,75,1.01,43.87,1.25,0.54,9.35,20.37,6.07,10.58,73.56,11.72,2.378166841285,13.69096024754,188.20159029,69.049371426,116.75694323,45.452277404,40.284557842,0.000526813,0,1,2,1,no affiliation,large,621,1,1,0
588,9743,7838,18171,180036,3,Yes,N,Y,1.5041,0.28486,0,1,3667,1649,21605,51,24,125,not-for-profit,Our Lady of Bellefonte Hospital,444,30.7,75,1.04,44,1.26,0.21,18.07,18.59,5.11,8.9,71.92,2.42,2.903510643955,20.55308550503,204.46998913,79.639935117,122.66610649,45.486314661,39.056367204,0.0023605647,0,2,1,3,major teaching,medium,190,1,1,1
664,11751,7386,19802,180038,3,Yes,N,N,1.63821,0.28184,1,0,9210,4237,37649,1,43,208,not-for-profit,Owensboro Health Regional Hospital,207,24.11,75,1.01,43.73,2.05,0.32,13.15,18.25,5.83,8.37,68.28,12.13,2.323008026404,18.56770205474,136.05357196,39.226389473,95.537224611,32.847301711,34.374529448,0.0000265611,0,2,2,1,limited/graduate,large,455,1,1,1
698,11486,8277,20461,180040,2,Yes,Y,Y,1.93012,0.39562,1,0,8777,3013,24652,2,168,1100,not-for-profit,Jewish Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0000811293,1,3,3,1,limited/graduate,large,1261,1,1,1
467,7129,6743,14339,180043,3,Yes,N,N,1.1721,0.61611,0,0,827,958,8741,12,11,130,not-for-profit,Manchester Memorial Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0013728406,0,3,0,2,no affiliation,small,63,0,1,0
849,10494,7740,19084,180044,2,Yes,N,Y,1.7318,0.31819,1,0,7167,4290,27932,113,55,262,not-for-profit,Pikeville Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0040455392,0,2,3,3,limited/graduate,medium,261,0,1,1
782,8416,9515,18713,180045,3,Yes,N,Y,1.4065,0.17886,0,1,5387,2490,18664,4,313,933,not-for-profit,St. Elizabeth Florence,203,40.84,75,1.01,43.87,1.25,0.54,9.35,20.37,6.07,10.58,73.56,11.72,2.378166841285,13.69096024754,188.20159029,69.049371426,116.75694323,45.452277404,40.284557842,0.0002143163,0,1,1,1,no affiliation,medium,161,1,1,0
524,6788,6995,14308,180046,3,Yes,N,N,1.1092,0.46012,1,0,1394,330,5507,0,17,118,for-profit,Bourbon Community Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,,3,0,0,no affiliation,small,58,1,1,0
794,10164,7993,18952,180048,2,Yes,N,Y,1.5395,0.32288,1,0,3614,1719,18783,0,54,167,not-for-profit,Ephraim McDowell Regional Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,0,2,2,0,no affiliation,medium,197,0,1,0
809,10046,9066,19920,180049,3,Yes,N,Y,1.4337,0.45427,1,0,1589,1423,10686,0,20,130,not-for-profit,Baptist Health Richmond,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,1,3,1,0,no affiliation,medium,105,0,0,0
479,6604,6169,13252,180050,2,Yes,N,N,1.0944,0.46952,0,0,1838,1187,13698,22,11,38,not-for-profit,Harlan ARH Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0016060739,1,3,0,2,no affiliation,medium,150,0,1,0
681,8844,8698,18224,180051,2,Yes,N,Y,1.4138,0.35649,,,2944,1195,13190,20,,,not-for-profit,Jennie Stuart Medical Center,380,33.82,75,0.96,44.13,6.22,0.88,11.93,18.24,6.49,10.11,64.34,10.65,2.133199403354,13.17053244775,188.8240555,64.223381351,122.31295384,44.672513512,39.468311251,0.0015163002,,3,1,2,no affiliation,medium,194,1,1,0
380,6598,6533,13512,180053,3,Yes,N,N,1.05,0.30708,0,1,775,267,4036,0,16,84,not-for-profit,Fleming County Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,0,2,0,0,no affiliation,small,52,0,1,0
919,12094,9461,18433,180056,4,Yes,N,Y,1.1754,0.3221,1,0,2116,1207,14602,28,24,63,not-for-profit,Methodist Hospital,179,19.97,75,0.94,42.99,1.86,0.3,12.3,19.94,6.82,7.22,80.51,8.64,2.578285655269,19.19352788618,180.30359207,67.223188341,110.61331279,36.055776052,39.217898425,0.0019175455,0,2,0,3,no affiliation,medium,205,1,1,0
540,9636,8954,19130,180064,3,No,N,Y,1.3689,0.34197,1,0,975,518,7606,0,20,133,not-for-profit,Saint Joseph Mount Sterling,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,0,2,1,0,no affiliation,small,63,0,1,0
411,7306,7217,14936,180066,3,No,N,N,1.1111,0.20565,0,0,416,98,2731,2,,,for-profit,Logan Memorial Hospital,380,33.82,75,0.96,44.13,6.22,0.88,11.93,18.24,6.49,10.11,64.34,10.65,2.133199403354,13.17053244775,188.8240555,64.223381351,122.31295384,44.672513512,39.468311251,0.0007323325,,1,0,2,no affiliation,small,92,0,1,0
1759,13833,9336,24927,180067,3,Yes,Y,Y,2.12741,0.48376,1,0,12591,14286,62507,0,112,939,public,University of Kentucky Albert B. Chandler Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,0,3,3,0,major teaching,large,750,1,1,1
430,7136,5443,13010,180069,3,Yes,N,N,1.1342,0.35529,0,0,1256,552,7665,13,14,32,for-profit,Tug Valley ARH Regional Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0016960209,1,3,0,2,no affiliation,medium,113,0,1,0
506,7438,6777,14720,180070,4,Yes,N,N,1.3226,0.29704,,,1322,482,7239,9,,,not-for-profit,Twin Lakes Regional Medical Center,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0012432656,,2,0,2,limited/graduate,small,75,0,1,1
636,7701,7819,16155,180078,3,Yes,N,N,1.3354,0.47672,,,1628,385,6434,5,,,for-profit,Paul B. Hall Regional Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0007771215,,3,1,2,no affiliation,small,72,0,1,0
485,7582,7985,16052,180079,4,Yes,N,N,1.1859,0.28585,0,0,813,378,7657,8,10,135,not-for-profit,Harrison Memorial Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0010447956,0,2,0,2,no affiliation,small,61,0,1,0
536,8305,7284,16123,180080,3,Yes,N,N,1.338,0.45252,0,0,4065,3873,27265,1,31,188,not-for-profit,Baptist Health Corbin,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0000366771,1,3,1,1,no affiliation,medium,208,0,0,0
682,8475,8947,18102,180087,3,Yes,Y,Y,1.2884,0.29342,0,0,1397,911,13473,17,32,216,public,Taylor Regional Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0012617828,0,2,0,2,no affiliation,small,90,0,1,0
773,12345,9132,22250,180088,3,Yes,Y,Y,1.82213,0.41407,0,1,7260,6335,27993,17,512,1955,not-for-profit,Norton Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0006072947,0,3,3,2,major teaching,large,1730,1,1,1
637,7986,7705,16326,180092,4,Yes,N,N,1.2631,0.33516,0,0,1597,1123,9667,15,19,79,for-profit,Clark Regional Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0015516706,0,2,0,2,no affiliation,small,75,1,1,0
574,11573,7600,19746,180093,3,Yes,N,Y,1.5182,0.27897,1,1,4331,2010,19530,3,45,197,not-for-profit,Baptist Health Madisonville,208,24.14,75,0.96,44.63,3.24,0.37,13.06,19.46,6.6,9.2,70.87,9.1,3.027004193777,18.01205468364,163.79655129,57.530979873,104.07156694,33.160712779,41.274280648,0.0001536098,0,2,2,1,limited/graduate,medium,390,0,1,1
307,6570,7551,14428,180095,3,No,N,N,1.125,0.22926,,,723,257,5652,5,,,for-profit,Crittenden County Hospital,208,24.14,75,0.96,44.63,3.24,0.37,13.06,19.46,6.6,9.2,70.87,9.1,3.027004193777,18.01205468364,163.79655129,57.530979873,104.07156694,33.160712779,41.274280648,0.0008846426,,1,0,2,no affiliation,small,48,0,1,0
606,8499,8366,17470,180101,3,Yes,N,N,1.3051,0.32281,0,0,914,724,7217,9,32,145,for-profit,Georgetown Community Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0012470556,0,2,0,2,no affiliation,small,75,1,1,0
534,9856,7456,19512,180102,2,Yes,N,Y,1.6551,0.172,0,1,6061,1981,23876,31,,,not-for-profit,Lourdes Hospital,208,24.14,75,0.96,44.63,3.24,0.37,13.06,19.46,6.6,9.2,70.87,9.1,3.027004193777,18.01205468364,163.79655129,57.530979873,104.07156694,33.160712779,41.274280648,0.0012983749,0,0,2,2,no affiliation,medium,359,0,1,0
979,13253,8405,22638,180103,4,No,Y,Y,1.85101,0.26946,1,0,8281,3314,41909,1,119,554,not-for-profit,Baptist Health Lexington,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0000238612,0,2,3,1,no affiliation,medium,371,1,1,0
849,11473,7929,20251,180104,3,No,N,Y,1.673,0.23649,1,0,6658,2344,28746,0,55,157,not-for-profit,Baptist Health Paducah,208,24.14,75,0.96,44.63,3.24,0.37,13.06,19.46,6.6,9.2,70.87,9.1,3.027004193777,18.01205468364,163.79655129,57.530979873,104.07156694,33.160712779,41.274280648,0,1,1,2,0,no affiliation,medium,349,0,1,0
365,5631,5765,11761,180105,2,Yes,N,N,0.9368,0.3856,,,773,275,6047,8,,,not-for-profit,Monroe County Medical Center,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0013229701,,3,0,2,no affiliation,small,49,0,1,0
372,5593,7091,13055,180106,3,Yes,N,N,0.9619,0.40573,0,0,435,125,3088,0,6,32,not-for-profit,Clinton County Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0,,3,0,0,no affiliation,small,42,0,0,0
389,5460,6662,12512,180115,3,Yes,N,Y,0.9627,0.29869,,,501,204,2247,13,,,not-for-profit,Rockcastle Regional Hospital and Respiratory Care,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0057854918,,2,0,3,no affiliation,small,26,0,1,0
559,9020,9858,19436,180116,3,Yes,N,N,1.4543,0.30018,0,0,2631,1166,9687,14,9,39,public,Jackson Purchase Medical Center,208,24.14,75,0.96,44.63,3.24,0.37,13.06,19.46,6.6,9.2,70.87,9.1,3.027004193777,18.01205468364,163.79655129,57.530979873,104.07156694,33.160712779,41.274280648,0.0014452359,1,2,1,2,limited/graduate,small,93,0,1,1
559,9655,8060,18273,180124,4,Yes,N,N,1.4933,0.14431,0,0,2931,664,12646,0,55,339,for-profit,TriStar Greenview Regional Hospital,380,33.82,75,0.96,44.13,6.22,0.88,11.93,18.24,6.49,10.11,64.34,10.65,2.133199403354,13.17053244775,188.8240555,64.223381351,122.31295384,44.672513512,39.468311251,0,0,0,1,0,no affiliation,medium,211,1,1,0
655,8565,7867,17086,180127,3,Yes,N,Y,1.3301,0.29028,0,0,2759,1628,12809,0,55,233,for-profit,Frankfort Regional Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,0,2,0,0,no affiliation,medium,173,0,1,0
579,6708,7576,14861,180128,3,Yes,N,N,1.1223,0.4946,0,0,1372,325,5421,4,,,for-profit,Three Rivers Medical Center,444,30.7,75,1.04,44,1.26,0.21,18.07,18.59,5.11,8.9,71.92,2.42,2.903510643955,20.55308550503,204.46998913,79.639935117,122.66610649,45.486314661,39.056367204,0.0007378712,,3,0,2,no affiliation,small,90,0,1,0
635,12296,8453,21384,180130,4,Yes,N,Y,1.80021,0.08887,1,1,14518,2532,54996,0,218,903,not-for-profit,Baptist Health Louisville,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0,0,0,3,0,no affiliation,large,519,1,1,0
826,9785,7958,18569,180132,2,Yes,N,Y,1.4528,0.44566,1,0,5735,4108,20781,27,39,180,for-profit,Lake Cumberland Regional Hospital,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0012992638,1,3,1,2,no affiliation,medium,215,0,1,0
524,9938,7600,18061,180138,3,No,N,Y,1.3134,0.29377,1,1,1044,727,16461,0,34,265,not-for-profit,Baptist Health La Grange,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0,0,2,0,0,no affiliation,small,90,1,1,0
471,6204,6062,12736,180139,2,No,N,N,1.0877,0.75473,,,1528,362,6038,5,,,not-for-profit,Kentucky River Medical Center,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0.0008280888,,3,0,2,no affiliation,small,55,0,1,0
1553,10930,10283,22764,180141,1,No,N,Y,1.7726,0.49289,1,0,3444,4045,26036,0,98,748,not-for-profit,University of Louisville Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0,0,3,3,0,major teaching,large,404,1,1,1
585,11287,7616,19490,180143,2,Yes,N,Y,1.6789,0.41491,1,0,3221,3317,20542,0,35,266,not-for-profit,Saint Joseph East,204,32.49,75,1.03,44.35,2.87,0.36,23,18.85,5.5,9.98,67.04,7.57,2.730267577019,16.62615177035,189.27153386,68.727026992,118.0631953,42.24154882,37.052456551,0,0,3,2,0,limited/graduate,medium,174,1,1,1
480,5655,6898,13035,180149,4,Yes,N,N,0.9468,0.60559,,,437,126,3104,6,,,public,Westlake Regional Hospital,205,27.85,75,1,43.55,5.84,0.54,12.99,18.88,7.29,10.57,66.62,6.74,2.027601302107,13.07479655719,198.82845437,65.699548133,130.73605784,45.847846033,41.12411505,0.0019329897,,3,0,3,no affiliation,small,77,0,1,0
750,11043,9236,21029,190002,3,Yes,N,N,1.61141,0.31874,1,1,8080,4119,31162,8,148,606,not-for-profit,Lafayette General Medical Center,213,12.56,75,1.02,42.56,20.1,1.95,22.23,18.15,4.25,13.57,73.01,10.85,2.852076459123,16.98239752441,180.32676415,68.757537941,109.23301227,36.882124402,40.863151708,0.0002567229,0,2,2,1,no affiliation,medium,299,1,1,0
